"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value"
"isoComp_00055870","geneComp_00011206","ENSMUST00000204971.2","ENSMUSG00000041671.14","hippocampus","other","Pyroxd1","protein-coding",NA,2.77616855401506,1.20255003650007,3.30070805985339,0.543141412593222,0.717529713553539,1.44909551658265,NA,0.174206610454421,0.696817337611622,3.03473535342066e-06,0.51061902795743,9.55431200992706e-07,-6.14282776991498,NA,0.0442948717948718,0.17252,7.93103448275862e-05,-0.172440689655172,0.0113892034766375,0.0113892034766375
"isoComp_00057868","geneComp_00011688","ENSMUST00000061514.8","ENSMUSG00000043518.8","hippocampus","other","Rai2","protein-coding",NA,2.77630778397085,2.06614402172822,3.01302903805173,0.57775564089818,0.442000798655172,0.54208831034832,NA,1.44457063803848,1.87646999477493,1.300604185793,0.541735205586834,0.224480896446989,-0.525457109051116,NA,0.502735897435897,0.88356,0.37141724137931,-0.51214275862069,0.00133167649657766,0.00133167649657766
"isoComp_00057869","geneComp_00011688","ENSMUST00000112338.2","ENSMUSG00000043518.8","hippocampus","other","Rai2","protein-coding",NA,2.77630778397085,2.06614402172822,3.01302903805173,0.57775564089818,0.442000798655172,0.54208831034832,NA,1.33173714593237,0.189674026953287,1.71242485225874,0.0702912744647755,0.227183741329365,3.10872245259738,NA,0.497264102564103,0.11644,0.62858275862069,0.51214275862069,0.0013373587480487,0.00133167649657766
"isoComp_00059743","geneComp_00012237","ENSMUST00000058897.11","ENSMUSG00000046245.14","hippocampus","other","Pilra","protein-coding",NA,5.87501022524637,12.427859431388,3.69072715653249,0.865280206069888,0.544556078898676,-1.74885753839532,NA,5.70957765423835,12.4278571551598,3.47015115393121,0.865280901156692,0.547917148335391,-1.83751608014252,NA,0.8637,1,0.818266666666667,-0.181733333333333,0.0464017119949187,0.0464017119949187
"isoComp_00059745","geneComp_00012237","ENSMUST00000130460.2","ENSMUSG00000046245.14","hippocampus","other","Pilra","protein-coding",NA,5.87501022524637,12.427859431388,3.69072715653249,0.865280206069888,0.544556078898676,-1.74885753839532,NA,0.164437350236423,2.26512014829261e-06,0.219249045275181,1.17300595902703e-06,0.143101846738174,4.51851706975325,NA,0.1358025,0,0.18107,0.18107,0.0497603808541988,0.0464017119949187
"isoComp_00060716","geneComp_00012549","ENSMUST00000143630.8","ENSMUSG00000047767.18","hippocampus","other","Atg16l2","protein-coding",NA,4.59931199941042,2.96187934190892,5.14512288524426,0.403344624503107,0.467862684371479,0.794631274498115,NA,0.315215153672233,0.908954304105892,0.11730210352768,0.145769526846095,0.0632067294086838,-2.85173686549773,NA,0.0924625,0.31242,0.0191433333333333,-0.293276666666667,0.00272489863005084,0.00272489863005084
"isoComp_00062166","geneComp_00012988","ENSMUST00000200555.5","ENSMUSG00000050074.13","hippocampus","other","Spink8","protein-coding",NA,39.1470004657327,145.875682086166,3.57077325892147,8.43819075602222,0.780734515779232,-5.34842331955843,NA,0.203448459020807,0.210004254560281,0.201263193840982,0.108600270958048,0.0806668132777241,-0.0584899800126337,NA,0.16842,0.00123,0.22415,0.22292,0.000151062308918379,0.000151062308918379
"isoComp_00062962","geneComp_00013232","ENSMUST00000119730.8","ENSMUSG00000051359.16","hippocampus","other","Ncald","protein-coding",NA,111.55161226872,127.384296539397,106.274050845161,8.58609973430861,13.1610790637205,-0.261375569396447,NA,8.54342822667166,22.3026027982471,3.95703670281318,3.44103947802977,0.653630718395781,-2.49172516552172,NA,0.0782325,0.17333,0.0465333333333333,-0.126796666666667,0.0134034794931486,0.0134034794931486
"isoComp_00064261","geneComp_00013521","ENSMUST00000065388.11","ENSMUSG00000053134.14","hippocampus","other","Supt7l","protein-coding",NA,20.2104676564298,49.324245121676,10.5058751680144,34.7062667002346,0.937997873384356,-2.23002051273925,NA,5.31436191550237,3.80679694306698,5.81688357298083,0.271300677819876,0.546973863117041,0.610362048511076,NA,0.5147975,0.41247,0.548906666666667,0.136436666666667,0.0108612133958024,0.000151062308918379
"isoComp_00064266","geneComp_00013521","tx.383","ENSMUSG00000053134.14","hippocampus","other","Supt7l","protein-coding",NA,20.2104676564298,49.324245121676,10.5058751680144,34.7062667002346,0.937997873384356,-2.23002051273925,NA,13.4754365927814,42.8060029678266,3.69858113443303,33.5937691482314,0.661040966994241,-3.52921088407994,NA,0.37713,0.49421,0.338103333333333,-0.156106666666667,0.000151062308918379,0.000151062308918379
"isoComp_00066735","geneComp_00014086","ENSMUST00000108691.2","ENSMUSG00000056752.17","hippocampus","other","Dnah9","protein-coding",NA,2.53754176793084,7.32282630150022,0.94244692340772,0.970804597114593,0.218775441008852,-2.94465876199174,NA,0.0161513932743225,0.013341290378276,0.0170880942396713,0.00464585388883714,0.00290096475191066,0.214774577634974,NA,0.139185,0.0016,0.185046666666667,0.183446666666667,0.0135039310917242,0.0135039310917242
"isoComp_00068295","geneComp_00014431","ENSMUST00000205174.2","ENSMUSG00000059182.9","hippocampus","other","Skap2","protein-coding",NA,6.01368481040684,9.81671656878179,4.7460075576152,0.463555787345104,0.458883920812226,-1.04695843729931,NA,0.183716241818408,0,0.24495498909121,0,0.0802293954253548,4.67217066453347,NA,0.1051825,0,0.140243333333333,0.140243333333333,0.044021221781558,0.044021221781558
"isoComp_00071321","geneComp_00015140","ENSMUST00000085461.4","ENSMUSG00000064023.5","hippocampus","other","Klk8","protein-coding",NA,14.28926658175,48.2437031442404,2.97112106091991,4.51699109595039,0.546576232285804,-4.01671279537041,NA,13.1804066276776,45.7394275714846,2.32739964640859,4.50279104925691,0.477972352771257,-4.29077736116675,NA,0.651125641025641,0.94304,0.550465517241379,-0.392574482758621,0.0191101999710567,0.0104466527558547
"isoComp_00071322","geneComp_00015140","ENSMUST00000205537.2","ENSMUSG00000064023.5","hippocampus","other","Klk8","protein-coding",NA,14.28926658175,48.2437031442404,2.97112106091991,4.51699109595039,0.546576232285804,-4.01671279537041,NA,0.572981009910641,1.02279971450336,0.423041441713066,0.163612145710751,0.128805151295681,-1.25398350554278,NA,0.234189743589744,0.0219,0.307393103448276,0.285493103448276,0.0104466527558547,0.0104466527558547
"isoComp_00078895","geneComp_00018627","ENSMUST00000243583.1","ENSMUSG00000085316.3","hippocampus","other","D330050G23Rik","ncRNA",NA,4.95318573280567,6.23827085401945,4.52482402573441,0.957997991368739,0.640828333387185,-0.462410425772184,NA,0.83377060497899,2.55468737805053,0.260131680621811,0.627216257432324,0.0817476772689871,-3.24704822768125,NA,0.1393925,0.38899,0.0561933333333333,-0.332796666666667,0.0464017119949187,0.0464017119949187
"isoComp_00081957","geneComp_00019982","ENSMUST00000244069.1","ENSMUSG00000090386.12","hippocampus","other","Mir99ahg","ncRNA",NA,4.56766872093059,1.64739069881576,5.54109472830221,0.768161135683672,0.479954777288045,1.74385858162107,NA,0.159610583057974,0.319949442127845,0.10616429670135,0.277548430503901,0.0440444187806531,-1.50607825643259,NA,0.056835,0.14923,0.0260366666666667,-0.123193333333333,0.0456392377402521,0.0456392377402521
"isoComp_00082892","geneComp_00020511","ENSMUST00000183840.8","ENSMUSG00000093954.9","hippocampus","other","Gm16867","protein-coding",NA,2.31347809503654,0.808063112972709,2.81528308905782,0.249540778145766,0.360779173247464,1.78811137517,NA,0.0824420518086572,0.155509993386082,0.058086071282849,0.094593343265908,0.0084565953271676,-1.28148673464972,NA,0.084575,0.16753,0.0569233333333333,-0.110606666666667,0.0464017119949187,0.0464017119949187
