iso_ref,gene_ref,isoform_id,gene_id,condition_1,condition_2,gene_name,gene_biotype,iso_biotype,gene_overall_mean,gene_value_1,gene_value_2,gene_stderr_1,gene_stderr_2,gene_log2_fold_change,gene_q_value,iso_overall_mean,iso_value_1,iso_value_2,iso_stderr_1,iso_stderr_2,iso_log2_fold_change,iso_q_value,IF_overall,IF1,IF2,dIF,isoform_switch_q_value,gene_switch_q_value
isoComp_00003313,geneComp_00000638,ENSMUST00000004316.15,ENSMUSG00000004207.15,cerebellum,cortex,Psap,protein-coding,NA,279.212796699532,234.180521831377,315.487865052734,11.9570246083333,27.8475201787906,0.42994755443956,NA,102.642253603171,34.4954129109196,158.887903858654,11.6085160144851,28.4809483912216,2.20320549085604,NA,0.360785,0.14734,0.47271,0.32537,0.018521195165354,0.018521195165354
isoComp_00003464,geneComp_00000666,ENSMUST00000004574.14,ENSMUSG00000004460.18,cerebellum,cortex,Dnajb11,protein-coding,NA,21.9113389497716,17.186075654661,23.1862399705317,2.29318086633648,2.25754590833366,0.431811605849223,NA,20.141629071541,14.0093569138859,22.0582679808874,2.04700901957642,2.31326885695839,0.654553232151602,NA,0.889145,0.72785,0.94498,0.21713,0.0431543086122891,0.0307116148194021
isoComp_00003467,geneComp_00000666,ENSMUST00000178320.2,ENSMUSG00000004460.18,cerebellum,cortex,Dnajb11,protein-coding,NA,21.9113389497716,17.186075654661,23.1862399705317,2.29318086633648,2.25754590833366,0.431811605849223,NA,1.72115625205763,3.17671871926106,0.933757651272126,0.698325671741388,0.402621969384045,-1.75558334222533,NA,0.083975,0.17215,0.0475,-0.12465,0.0307116148194021,0.0307116148194021
isoComp_00003603,geneComp_00000683,ENSMUST00000160708.8,ENSMUSG00000004626.15,cerebellum,cortex,Stxbp2,protein-coding,NA,63.5792889404493,8.31553816862619,51.0495861000152,1.19239733049361,11.8414833144178,2.61656640586618,NA,62.5237202142858,6.57588176133557,49.9862575692495,1.06856024795325,11.6403776570922,2.92437159105614,NA,0.859035,0.72274,0.87883,0.15609,0.00330655038145506,0.00330655038145506
isoComp_00003631,geneComp_00000686,ENSMUST00000114402.9,ENSMUSG00000004633.18,cerebellum,cortex,Chn2,protein-coding,NA,57.4418485070455,196.991112618306,5.89278620091962,10.9027033407716,2.06718646265941,-5.06066387922163,NA,0.0411208501922994,0.0688914870459068,0.031587451091721,0.0123751059344405,0.0080469817000811,-0.923721367103554,NA,0.028175,0.00037,0.10916,0.10879,0.00878921691893804,0.00542498351752606
isoComp_00003799,geneComp_00000719,ENSMUST00000090971.11,ENSMUSG00000004892.14,cerebellum,cortex,Bcan,protein-coding,NA,49.7611776286877,44.7911841403839,47.0631008592535,1.62256517850243,4.95351171383454,0.0713660265339786,NA,39.2035181908625,26.6025583805385,36.7293746599777,0.999555684111375,4.61186564513816,0.465219861028258,NA,0.7710675,0.59594,0.73849,0.14255,0.0479254870478317,0.0172946310420998
isoComp_00003800,geneComp_00000719,ENSMUST00000192274.6,ENSMUSG00000004892.14,cerebellum,cortex,Bcan,protein-coding,NA,49.7611776286877,44.7911841403839,47.0631008592535,1.62256517850243,4.95351171383454,0.0713660265339786,NA,6.51917942079653,11.8766572610302,5.94911805623045,1.15224749810827,1.00720574170073,-0.996172326557756,NA,0.13845,0.26528,0.14241,-0.12287,0.0172946310420998,0.0172946310420998
isoComp_00003837,geneComp_00000727,ENSMUST00000126720.8,ENSMUSG00000004933.18,cerebellum,cortex,Matk,protein-coding,NA,17.8245329976667,3.61605975006342,29.2041042916117,0.607159640532083,3.9245199751443,3.01019045367586,NA,0.158245884698254,0.424748177393348,0.104771450043529,0.322175997440411,0.104653109149378,-1.92141617006129,NA,0.0312575,0.11525,0.0031,-0.11215,0.000206107507457229,0.000206107507457229
isoComp_00004691,geneComp_00000879,ENSMUST00000090541.12,ENSMUSG00000006057.16,cerebellum,cortex,Atp5g1,protein-coding,NA,1013.59410128324,1211.45051077574,911.485700701585,34.552220154741,73.95803522433,-0.410439622363802,NA,524.133843719363,463.515939619857,471.598370302841,12.5097087747559,40.3572480518929,0.0249392475717372,NA,0.525715,0.38319,0.51488,0.13169,2.03195056949443e-05,1.54317503783429e-05
isoComp_00004692,geneComp_00000879,ENSMUST00000107684.2,ENSMUSG00000006057.16,cerebellum,cortex,Atp5g1,protein-coding,NA,1013.59410128324,1211.45051077574,911.485700701585,34.552220154741,73.95803522433,-0.410439622363802,NA,478.462396426802,729.23274706322,432.86463823801,27.8485714507717,34.9992801919129,-0.752449855636762,NA,0.4632675,0.60085,0.47674,-0.12411,1.54317503783429e-05,1.54317503783429e-05
isoComp_00004834,geneComp_00000911,ENSMUST00000006478.10,ENSMUSG00000006315.10,cerebellum,cortex,Tmem147,protein-coding,NA,125.47895303211,129.557295931338,132.540690843722,8.21273583583098,9.74724857996809,0.032842575780908,NA,95.4784540128055,106.493613197299,87.8777278143706,8.42513653471616,8.56264185745595,-0.277168741447688,NA,0.75592,0.81447,0.65674,-0.15773,0.023157091191219,0.023157091191219
isoComp_00005448,geneComp_00001040,ENSMUST00000166549.2,ENSMUSG00000007656.14,cerebellum,cortex,Arpp19,protein-coding,NA,454.095927015255,251.036680419125,522.5746261774,18.8641899302532,31.3364366969339,1.05770903446847,NA,148.59100742432,1.78100704143441,218.259686884967,1.37806986371685,16.4816915954338,6.92919696434821,NA,0.2371975,0.00537,0.41612,0.41075,6.17318771062903e-07,4.99907556261509e-07
isoComp_00005450,geneComp_00001040,ENSMUST00000168166.8,ENSMUSG00000007656.14,cerebellum,cortex,Arpp19,protein-coding,NA,454.095927015255,251.036680419125,522.5746261774,18.8641899302532,31.3364366969339,1.05770903446847,NA,241.947971495077,208.918194855197,216.456941212453,7.34332407326996,20.155904143683,0.0511395164728785,NA,0.6224075,0.8531,0.4117,-0.4414,4.99907556261509e-07,4.99907556261509e-07
isoComp_00006071,geneComp_00001167,ENSMUST00000009713.14,ENSMUSG00000009569.15,cerebellum,cortex,Mrtfb,protein-coding,NA,58.3780120515587,12.0915519032609,84.9250543629151,2.38973891651987,4.54296182871916,2.81116803462108,NA,0.607278815720413,0.818927695742373,0.447780397837425,0.252887520434907,0.202896250492091,-0.85659057832931,NA,0.07234,0.18053,0.00509,-0.17544,0.0122839050685957,0.0110318953490083
isoComp_00006074,geneComp_00001167,ENSMUST00000149359.2,ENSMUSG00000009569.15,cerebellum,cortex,Mrtfb,protein-coding,NA,58.3780120515587,12.0915519032609,84.9250543629151,2.38973891651987,4.54296182871916,2.81116803462108,NA,56.6867203228474,11.0052005420625,83.6492159489192,2.35064252030679,4.40239795592297,2.92502871626576,NA,0.890735,0.73526,0.98559,0.25033,0.0110318953490083,0.0110318953490083
isoComp_00006624,geneComp_00001284,ENSMUST00000112642.8,ENSMUSG00000011831.17,cerebellum,cortex,Evi5,protein-coding,NA,14.9753098393267,11.6375164540217,22.8643540180064,1.05699689113416,2.47523700835591,0.973708633127934,NA,12.0983127010445,11.2038053873181,14.3156259615238,0.950545783868318,1.0334516964555,0.353322241715207,NA,0.8445375,0.96829,0.65817,-0.31012,0.0064064150018314,0.0064064150018314
isoComp_00006629,geneComp_00001284,ENSMUST00000133411.2,ENSMUSG00000011831.17,cerebellum,cortex,Evi5,protein-coding,NA,14.9753098393267,11.6375164540217,22.8643540180064,1.05699689113416,2.47523700835591,0.973708633127934,NA,2.4155924549922,0.102512180642443,7.73902337929578,0.0465408556998498,1.62728108278351,6.1058613947652,NA,0.12681,0.00892,0.30584,0.29692,0.00784603300202793,0.0064064150018314
isoComp_00007278,geneComp_00001405,ENSMUST00000078589.7,ENSMUSG00000014633.16,cerebellum,cortex,Cmc2,protein-coding,NA,31.7819787690973,36.1878973583006,40.1571606733727,2.52499313458624,8.29789204743238,0.150110586766176,NA,3.6287154207357,7.16713197849097,2.82467038884514,1.41694612166468,1.45066205543729,-1.3402264597751,NA,0.10066,0.18645,0.05515,-0.1313,0.0393720726749084,0.0393720726749084
isoComp_00007525,geneComp_00001456,ENSMUST00000021554.16,ENSMUSG00000015143.16,cerebellum,cortex,Actn1,protein-coding,NA,23.641555443709,6.56604704104602,23.4366067696104,0.944105973723265,2.48282631814077,1.83408662438308,NA,23.3009295915332,5.94929543851584,23.235263186182,0.8491843268247,2.46238472306918,1.9637230828442,NA,0.9543775,0.84284,0.99101,0.14817,0.0230700708039803,0.0194985463702594
isoComp_00007808,geneComp_00001512,ENSMUST00000015800.16,ENSMUSG00000015656.18,cerebellum,cortex,Hspa8,protein-coding,NA,1805.35484620102,1586.23807338929,1881.10948173781,79.5927019890967,152.320627420209,0.245973074601497,NA,1649.12602908064,1547.57764879067,1624.4536805583,78.1852860221123,129.872238373084,0.0699423686616748,NA,0.914135,0.97555,0.86591,-0.10964,1.75220139777572e-05,1.75220139777572e-05
isoComp_00007811,geneComp_00001512,ENSMUST00000127699.2,ENSMUSG00000015656.18,cerebellum,cortex,Hspa8,protein-coding,NA,1805.35484620102,1586.23807338929,1881.10948173781,79.5927019890967,152.320627420209,0.245973074601497,NA,141.382784905644,24.1366416068885,243.561460711967,3.70440454276316,33.5939670824538,3.33445064902252,NA,0.077585,0.01512,0.1274,0.11228,2.19572204621084e-05,1.75220139777572e-05
isoComp_00007864,geneComp_00001522,ENSMUST00000015877.14,ENSMUSG00000015733.14,cerebellum,cortex,Capza2,protein-coding,NA,115.185807071829,75.7981123867571,123.292478286091,4.79050309245619,5.33095838067382,0.701777649482073,NA,106.24000131368,64.5913652740438,117.333128839282,4.65823075994698,4.76738527280526,0.861096805660422,NA,0.9132225,0.8459,0.95281,0.10691,0.0394841283121568,0.0333785519767733
isoComp_00007876,geneComp_00001524,ENSMUST00000015891.6,ENSMUSG00000015747.6,cerebellum,cortex,Vps45,protein-coding,NA,51.0132381833609,58.4496776952976,46.5035438117753,2.94313041753474,3.69813911506321,-0.329791013905698,NA,35.4590589248118,27.9341917877278,36.0330004282826,1.94166692109763,3.64105903089647,0.367170665005095,NA,0.6999,0.48231,0.76079,0.27848,0.00750507797651651,0.00612412487174798
isoComp_00007878,geneComp_00001524,ENSMUST00000140518.2,ENSMUSG00000015747.6,cerebellum,cortex,Vps45,protein-coding,NA,51.0132381833609,58.4496776952976,46.5035438117753,2.94313041753474,3.69813911506321,-0.329791013905698,NA,15.5200815248556,30.5154858649053,10.3341525077296,2.81732620345363,1.48852582957143,-1.56119880772206,NA,0.2995525,0.51769,0.23702,-0.28067,0.00612412487174798,0.00612412487174798
isoComp_00008503,geneComp_00001667,ENSMUST00000102760.10,ENSMUSG00000017412.16,cerebellum,cortex,Cacnb4,protein-coding,NA,77.0121329026033,108.817535991335,77.6008055197841,7.72164532669368,5.45770894180989,-0.487714205803637,NA,37.58667395191,75.0137268974688,24.6499349396029,4.84873296597047,4.96256091915201,-1.60517793898199,NA,0.4438775,0.69303,0.30502,-0.38801,0.00787036408843983,0.00787036408843983
isoComp_00008792,geneComp_00001724,ENSMUST00000109832.3,ENSMUSG00000017843.15,cerebellum,cortex,Ppp2r5c,protein-coding,NA,60.3574064323825,30.5010142944527,72.3666865346319,1.32834697548301,3.73176399102166,1.24619492041457,NA,16.637662243413,13.7462196524575,18.8079440841399,1.27269741930287,1.7896355858152,0.452024960593743,NA,0.30062,0.44236,0.26712,-0.17524,0.0221693075211477,0.0193234347778196
isoComp_00008795,geneComp_00001724,ENSMUST00000221715.2,ENSMUSG00000017843.15,cerebellum,cortex,Ppp2r5c,protein-coding,NA,60.3574064323825,30.5010142944527,72.3666865346319,1.32834697548301,3.73176399102166,1.24619492041457,NA,42.3523941012257,16.0108985210027,51.2508655527389,0.661264277386573,3.81813315732568,1.67790277653917,NA,0.677265,0.53402,0.70158,0.16756,0.0193234347778196,0.0193234347778196
isoComp_00009016,geneComp_00001774,ENSMUST00000121334.8,ENSMUSG00000018398.19,cerebellum,cortex,Septin8,protein-coding,NA,95.3852038031704,98.4815198206901,119.924635548081,3.70879457885878,11.1485463675986,0.284176932193667,NA,77.2655819143362,70.075759322965,108.525898773382,3.43939940043762,10.5754116479644,0.630979061046145,NA,0.7911425,0.7113,0.90511,0.19381,0.000573193860372569,0.000573193860372569
isoComp_00009511,geneComp_00001888,ENSMUST00000019198.7,ENSMUSG00000019054.14,cerebellum,cortex,Fis1,protein-coding,NA,495.258184759773,601.773479700044,446.739365507585,16.2594798336621,19.1526531728772,-0.429778821723805,NA,425.688683757724,556.538832984902,355.000969855512,13.6036164525102,14.7471649223641,-0.648644674137788,NA,0.8552625,0.9255,0.79597,-0.12953,3.54593730144758e-07,3.54593730144758e-07
isoComp_00009512,geneComp_00001888,ENSMUST00000111094.8,ENSMUSG00000019054.14,cerebellum,cortex,Fis1,protein-coding,NA,495.258184759773,601.773479700044,446.739365507585,16.2594798336621,19.1526531728772,-0.429778821723805,NA,64.2240609144127,39.925022744613,85.1134752134894,3.0230277753583,6.57944780717877,1.09190251551575,NA,0.13407,0.06573,0.18949,0.12376,4.99907556261509e-07,3.54593730144758e-07
isoComp_00009586,geneComp_00001902,ENSMUST00000019302.10,ENSMUSG00000019158.10,cerebellum,cortex,Tmem160,protein-coding,NA,50.8650373814763,26.20976428294,83.9330417803139,0.818715195583726,6.21865016908678,1.67875602630292,NA,12.818908721193,14.6418460778708,15.824830405799,1.03988866163577,2.94764195878983,0.1120189656108,NA,0.2991625,0.55435,0.19351,-0.36084,0.00153598157211055,0.00153598157211055
isoComp_00009587,geneComp_00001902,ENSMUST00000209536.2,ENSMUSG00000019158.10,cerebellum,cortex,Tmem160,protein-coding,NA,50.8650373814763,26.20976428294,83.9330417803139,0.818715195583726,6.21865016908678,1.67875602630292,NA,38.0461286602833,11.5679182050692,68.1082113745149,0.526208251754311,6.46758838228372,2.5566646842477,NA,0.7008375,0.44565,0.80649,0.36084,0.0019609857256032,0.00153598157211055
isoComp_00009619,geneComp_00001908,ENSMUST00000098548.8,ENSMUSG00000019194.16,cerebellum,cortex,Scn1b,protein-coding,NA,82.563701823696,85.4552634419298,117.462590845932,5.85831564373909,12.318132532695,0.4589141066143,NA,8.75434134186143,14.7459082216439,4.98192403892093,3.81242206298901,1.66748721316012,-1.56362483465508,NA,0.1108675,0.17263,0.04112,-0.13151,0.0394841283121568,0.0394841283121568
isoComp_00009621,geneComp_00001908,ENSMUST00000211945.2,ENSMUSG00000019194.16,cerebellum,cortex,Scn1b,protein-coding,NA,82.563701823696,85.4552634419298,117.462590845932,5.85831564373909,12.318132532695,0.4589141066143,NA,73.4612601495059,70.2998251414346,111.897011153919,5.64331902557929,11.720513277358,0.670502214650115,NA,0.884435,0.8196,0.95499,0.13539,0.0459284230581015,0.0394841283121568
isoComp_00009823,geneComp_00001954,ENSMUST00000019734.11,ENSMUSG00000019590.17,cerebellum,cortex,Cyb561,protein-coding,NA,19.8584547855107,7.44316343151737,31.3952001358616,1.47072181538761,1.72921768968101,2.07507866297244,NA,19.6953365885945,7.25203101003346,31.2105523773995,1.37462912052901,1.67611299011613,2.1040510669806,NA,0.967165,0.8867,0.99492,0.10822,0.0375522943347994,0.0316230851216529
isoComp_00009835,geneComp_00001956,ENSMUST00000019803.9,ENSMUSG00000019659.9,cerebellum,cortex,Ccdc12,protein-coding,NA,48.0627035443111,47.7969468788482,51.7192175842455,2.98683235884251,5.15707703839455,0.113759097621566,NA,33.0079795968828,41.7191316180492,25.0105138504199,3.04896820142964,3.69814386121629,-0.737943479800076,NA,0.6865275,0.86933,0.47448,-0.39485,3.47147155954608e-05,3.47147155954608e-05
isoComp_00009844,geneComp_00001956,ENSMUST00000200550.2,ENSMUSG00000019659.9,cerebellum,cortex,Ccdc12,protein-coding,NA,48.0627035443111,47.7969468788482,51.7192175842455,2.98683235884251,5.15707703839455,0.113759097621566,NA,12.5146605505613,2.47333678383109,24.2502935673265,0.564432232261319,2.61890595092203,3.28824517369595,NA,0.2611525,0.0566,0.47091,0.41431,0.000103808231576023,3.47147155954608e-05
isoComp_00010272,geneComp_00002048,ENSMUST00000009789.15,ENSMUSG00000019916.15,cerebellum,cortex,P4ha1,protein-coding,NA,15.8359001089414,7.49495661952547,17.7852626287283,0.685795723271389,1.40393998261201,1.24557758694982,NA,15.2136636605176,5.63350982743713,17.3381824986835,0.782183705349693,1.44212636782295,1.6201199333951,NA,0.93555,0.77541,0.97405,0.19864,0.0276053932845637,0.00560665715351501
isoComp_00010274,geneComp_00002048,ENSMUST00000105466.3,ENSMUSG00000019916.15,cerebellum,cortex,P4ha1,protein-coding,NA,15.8359001089414,7.49495661952547,17.7852626287283,0.685795723271389,1.40393998261201,1.24557758694982,NA,0.318396956323604,1.27019586738271,0,0.554190547427442,0,-7.00022074631544,NA,0.038985,0.1557,0,-0.1557,0.00560665715351501,0.00560665715351501
isoComp_00010830,geneComp_00002169,ENSMUST00000148731.8,ENSMUSG00000020151.17,cerebellum,cortex,Ptprr,protein-coding,NA,9.43381015970196,22.8645874282712,5.65472489899821,1.62225968494837,1.08446071465746,-2.01366792283049,NA,0.580597296398984,0.0576532087307112,0.871455043201474,0.0204755419119202,0.291179603775177,3.70365672307087,NA,0.124505,0.00334,0.16781,0.16447,0.0051110088177634,0.00200553111420547
isoComp_00010831,geneComp_00002169,ENSMUST00000155606.8,ENSMUSG00000020151.17,cerebellum,cortex,Ptprr,protein-coding,NA,9.43381015970196,22.8645874282712,5.65472489899821,1.62225968494837,1.08446071465746,-2.01366792283049,NA,0.633305685211221,0.112938314167602,1.18957696110866,0.0245890380953663,0.326016233618548,3.28651920740833,NA,0.1280525,0.00519,0.23252,0.22733,0.00200553111420547,0.00200553111420547
isoComp_00010858,geneComp_00002175,ENSMUST00000118661.8,ENSMUSG00000020160.19,cerebellum,cortex,Meis1,protein-coding,NA,13.3128945341968,41.9865357706482,1.84279530836017,3.76636413983207,0.559496954021518,-4.50249491674319,NA,0.119521875895996,0.28976511751057,0.0531074103124901,0.166885012407295,0.014114132409175,-2.2479511852827,NA,0.0620925,0.00633,0.18924,0.18291,0.0291701352598733,0.0195871073327302
isoComp_00010940,geneComp_00002188,ENSMUST00000160159.3,ENSMUSG00000020181.19,cerebellum,cortex,Nav3,protein-coding,NA,15.0596350393299,2.6051829664753,25.0034052548216,0.552664758106197,1.74636802400333,3.25771768471882,NA,0.18079428949608,0.432112931558256,0.144419267381497,0.17978227136664,0.113290860255951,-1.51756215946894,NA,0.0690675,0.25989,0.00751,-0.25238,0.00247525211585013,0.00247525211585013
isoComp_00011205,geneComp_00002241,ENSMUST00000143036.8,ENSMUSG00000020282.19,cerebellum,cortex,Rhbdf1,protein-coding,NA,2.46970574490591,4.23814494168733,2.484754394676,0.551100837202926,0.599975861119963,-0.767935198928498,NA,0.745227525282124,0.718886238388996,1.13630011765596,0.156225386669882,0.298617831024648,0.653219244369154,NA,0.355055,0.19989,0.4188,0.21891,0.038539065261633,0.038539065261633
isoComp_00011912,geneComp_00002398,ENSMUST00000020878.8,ENSMUSG00000020562.8,cerebellum,cortex,Efcab10,protein-coding,NA,27.5534105963911,9.17502147683272,35.8458876373758,2.17461388045754,3.54321765922976,1.96485503312516,NA,19.7937363385839,8.00231075818576,20.8990893652959,2.07551254331376,2.29561747495708,1.38383994849629,NA,0.7136725,0.73321,0.59113,-0.14208,0.0255253356002991,0.0255253356002991
isoComp_00011913,geneComp_00002398,tx.174,ENSMUSG00000020562.8,cerebellum,cortex,Efcab10,protein-coding,NA,27.5534105963911,9.17502147683272,35.8458876373758,2.17461388045754,3.54321765922976,1.96485503312516,NA,7.75967425780715,1.17271071864696,14.9467982720799,0.195346286555491,2.15625434002989,3.66063222712566,NA,0.2863275,0.26679,0.40887,0.14208,0.0302684832829126,0.0255253356002991
isoComp_00012530,geneComp_00002533,ENSMUST00000108485.9,ENSMUSG00000020788.16,cerebellum,cortex,Atp2a3,protein-coding,NA,11.9098586048049,42.8688046513227,1.60236138981649,1.63096245164348,0.683856971566189,-4.73301764126463,NA,0.424306379598459,0.343802321579412,0.469714654732794,0.0817799282333867,0.159670937765818,0.439232998159252,NA,0.277992105263158,0.00829,0.48515,0.47686,0.00109363612845529,0.00109363612845529
isoComp_00012801,geneComp_00002592,ENSMUST00000092959.11,ENSMUSG00000020884.16,cerebellum,cortex,Asgr1,protein-coding,NA,8.58924017430211,26.8102543417198,4.77616690595425,1.87230549820152,0.746079997812635,-2.48638030531236,NA,8.13839665637888,26.2743631641123,4.03172420159676,1.79245710862192,0.765168904267018,-2.70116199687063,NA,0.783364102564103,0.98098,0.85351,-0.12747,0.0144984418628928,0.0144984418628928
isoComp_00012802,geneComp_00002592,ENSMUST00000108585.9,ENSMUSG00000020884.16,cerebellum,cortex,Asgr1,protein-coding,NA,8.58924017430211,26.8102543417198,4.77616690595425,1.87230549820152,0.746079997812635,-2.48638030531236,NA,0.421943367740108,0.535890687089776,0.62884344389807,0.181833801301328,0.30827996941095,0.226850340215852,NA,0.210776923076923,0.01902,0.12364,0.10462,0.0172002723328239,0.0144984418628928
isoComp_00012817,geneComp_00002593,ENSMUST00000231221.2,ENSMUSG00000020886.18,cerebellum,cortex,Dlg4,protein-coding,NA,87.724866800719,58.9807569430799,89.7138042380999,4.360774100477,7.12347008422661,0.60500186986295,NA,12.2117789747687,14.1482992654689,5.90989976815817,1.49246710225826,1.62044762609893,-1.25800332085101,NA,0.1540625,0.23816,0.08102,-0.15714,0.0387915775782673,0.0387915775782673
isoComp_00013507,geneComp_00002733,ENSMUST00000109726.8,ENSMUSG00000021144.15,cerebellum,cortex,Mta1,protein-coding,NA,20.5182780292781,16.0053103474083,24.8238623467412,1.23765005983681,1.32025912829016,0.632856902440957,NA,5.67660561037588,5.74222364764165,5.70936600131594,1.09864506964485,0.339235445112128,-0.00826453778309246,NA,0.28112,0.34997,0.23054,-0.11943,0.0473003841439417,0.0473003841439417
isoComp_00013804,geneComp_00002783,ENSMUST00000040766.9,ENSMUSG00000021248.10,cerebellum,cortex,Tmed10,protein-coding,NA,56.0268026413898,51.7007142475878,58.0162607651074,3.55878152353166,3.32229988737949,0.166242732056463,NA,16.5060075196382,21.980697583411,11.0856584616134,2.70847605177041,1.76930073430965,-0.986898084248749,NA,0.29164,0.40931,0.19046,-0.21885,0.0158498909331626,0.0158498909331626
isoComp_00013805,geneComp_00002783,ENSMUST00000222529.2,ENSMUSG00000021248.10,cerebellum,cortex,Tmed10,protein-coding,NA,56.0268026413898,51.7007142475878,58.0162607651074,3.55878152353166,3.32229988737949,0.166242732056463,NA,39.2321082693481,29.606234391315,46.654933913923,1.10129331909693,2.9453985032122,0.655950634209184,NA,0.7033625,0.58859,0.80571,0.21712,0.0189689995609935,0.0158498909331626
isoComp_00013853,geneComp_00002798,ENSMUST00000109848.10,ENSMUSG00000021266.17,cerebellum,cortex,Wars1,protein-coding,NA,36.4432798148795,24.7669594107762,41.827615469283,2.10006653269947,4.60720518966732,0.755801474578054,NA,8.05624899562465,12.1118848918765,7.2434990673277,1.37500208504336,1.10256112091846,-0.740865027903264,NA,0.2693825,0.52648,0.18429,-0.34219,0.0289524744048493,0.0289524744048493
